	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
11.50601	0.277	0.223	0.396	2.645	0.377	1.315	0.742	1.067	0.134	0.461	0.315	3.332	0.643	1.771	0.865	1.607	0.267	0.34	0.535	3.154	0.707	3.474	1.057	2.13	4.479	1.184	3.218	0.413	1.055	0.671	1.159	3.483	0.99	4.111	0.424	0.974	0.347	0.755	2.556	0.799	3.171	0.233	0.542	0.479	0.566
11.67272	0.134	0.276	0.385	2.891	0.398	1.368	0.828	1.182	0.25	0.381	0.302	3.477	0.793	1.953	0.785	1.69	0.35	0.421	0.519	2.974	0.758	3.587	1.139	2.407	4.654	1.167	3.363	0.332	1.105	0.819	1.143	3.659	1.202	4.449	0.41	1.025	0.267	0.741	2.8	0.817	3.284	0.153	0.56	0.463	0.451
11.8394	0.187	0.231	0.403	3.014	0.514	1.551	0.75	1.403	0.338	0.503	0.422	3.669	0.65	1.976	0.808	1.876	0.375	0.414	0.446	3.491	0.781	3.68	1.23	2.433	5.014	1.26	3.522	0.357	1.228	0.648	1.266	3.756	1.131	4.678	0.498	1.047	0.192	0.829	2.762	0.906	3.475	0.34	0.583	0.325	0.543
12.0061	0.182	0.193	0.333	3.269	0.509	1.677	0.843	1.625	0.169	0.464	0.351	3.857	0.743	2.068	0.802	2.066	0.271	0.343	0.538	3.712	0.906	3.673	1.224	2.72	5.299	1.449	3.613	0.449	1.254	0.773	1.39	4.238	1.287	5.192	0.329	1.042	0.383	0.823	2.82	0.9	3.696	0.236	0.479	0.417	0.569
12.17286	0.17	0.246	0.417	3.326	0.527	1.502	0.862	1.651	0.257	0.423	0.373	3.886	0.73	2.091	0.923	2.024	0.295	0.368	0.564	3.839	0.798	3.832	1.282	2.846	5.693	1.509	3.806	0.344	1.377	0.765	1.384	4.304	1.412	5.39	0.318	0.998	0.406	0.781	3.273	1.022	3.922	0.194	0.47	0.41	0.564
12.33952	0.245	0.223	0.429	3.592	0.442	1.739	0.873	1.883	0.33	0.461	0.413	4.245	0.806	2.294	0.963	2.357	0.365	0.503	0.535	3.905	0.707	3.8	1.155	3.011	5.686	1.478	4.099	0.511	1.349	0.835	1.387	4.658	1.577	5.645	0.391	1.17	0.282	0.918	3.502	1.092	4.182	0.266	0.476	0.381	0.533
12.50621	0.375	0.321	0.299	3.885	0.54	1.772	0.84	1.916	0.33	0.363	0.413	4.833	0.806	2.359	0.8	2.39	0.333	0.437	0.535	4.166	0.936	3.898	1.155	3.239	6.339	1.674	4.295	0.446	1.316	0.671	1.387	4.951	1.577	5.938	0.391	1.072	0.38	0.918	3.763	1.223	4.346	0.331	0.542	0.479	0.631
12.67298	0.301	0.213	0.352	4.111	0.527	1.861	0.862	2.108	0.192	0.423	0.275	4.802	0.861	2.418	0.793	2.711	0.295	0.434	0.629	4.493	0.929	3.963	1.282	3.369	6.773	1.901	4.591	0.344	1.573	0.896	1.58	5.383	1.936	6.6	0.449	1.096	0.373	0.879	4.025	1.251	4.674	0.194	0.568	0.443	0.662
12.83957	0.172	0.183	0.422	4.104	0.533	1.927	0.866	2.069	0.223	0.387	0.34	5.213	0.798	2.578	0.856	2.805	0.161	0.395	0.59	4.742	0.797	4.083	1.341	3.62	7.14	2.055	4.674	0.338	1.405	0.825	1.638	5.982	1.795	6.936	0.285	1.129	0.273	0.909	4.339	1.377	5.215	0.322	0.468	0.371	0.719
13.00618	0.179	0.223	0.331	4.538	0.605	2.066	0.938	2.242	0.167	0.559	0.348	5.257	0.904	2.587	0.898	2.912	0.333	0.437	0.535	5.047	0.903	4.192	1.416	3.957	7.612	2.163	5.045	0.348	1.61	0.671	1.746	6.094	1.969	7.048	0.293	1.333	0.282	0.951	4.546	1.386	5.325	0.233	0.542	0.414	0.631
13.17294	0.247	0.291	0.399	4.705	0.509	2.036	0.941	2.441	0.235	0.497	0.416	5.522	0.939	2.688	0.77	3.013	0.271	0.539	0.538	5.149	0.938	4.391	1.42	4.059	8.302	2.265	5.539	0.351	1.711	0.773	1.75	6.392	2.168	7.64	0.427	1.238	0.448	1.019	5.105	1.487	5.59	0.171	0.545	0.384	0.634
13.33958	0.288	0.233	0.406	5.336	0.549	2.273	1.046	2.811	0.341	0.408	0.424	5.926	1.012	2.991	0.909	3.218	0.28	0.516	0.646	5.585	1.012	4.5	1.56	4.364	8.938	2.537	5.78	0.328	1.819	0.749	1.858	6.961	2.277	8.406	0.304	1.181	0.163	1.061	5.346	1.725	6.026	0.245	0.553	0.623	0.677
13.50619	0.272	0.283	0.327	5.542	0.535	2.386	1.064	2.888	0.422	0.488	0.408	6.326	0.931	3.103	0.957	3.428	0.229	0.431	0.626	6.05	1.028	4.511	1.54	4.439	9.396	2.515	5.918	0.341	1.93	0.665	1.739	7.357	2.549	8.93	0.288	1.262	0.341	1.043	5.517	1.674	6.458	0.227	0.536	0.472	0.657
13.67296	0.247	0.226	0.333	5.717	0.607	2.493	1.169	3.127	0.267	0.464	0.416	6.926	1.037	3.276	0.998	3.796	0.271	0.539	0.636	6.063	1.004	4.783	1.811	4.744	10.065	2.852	6.551	0.318	2.037	0.773	1.978	8.024	2.658	9.762	0.329	1.368	0.187	1.15	5.823	1.781	6.928	0.268	0.642	0.384	0.732
13.83959	0.285	0.231	0.534	6.279	0.71	2.596	1.142	3.33	0.24	0.503	0.552	7.196	1.042	3.511	1.102	4.032	0.342	0.512	0.61	6.593	1.107	4.921	1.655	5.242	10.663	3.023	6.919	0.521	2.207	0.681	2.181	8.361	3.123	10.622	0.432	1.537	0.258	1.319	6.485	1.918	7.557	0.274	0.583	0.391	0.772
14.00627	0.19	0.299	0.438	6.479	0.745	2.795	1.177	3.562	0.243	0.408	0.424	7.69	1.24	3.481	1.072	4.231	0.28	0.614	0.613	6.989	1.143	5.088	1.952	5.344	11.453	3.354	7.446	0.361	2.145	0.684	2.152	9.215	3.029	11.052	0.337	1.377	0.359	1.257	7.24	2.085	7.758	0.277	0.684	0.492	0.873
14.17303	0.245	0.223	0.494	6.92	0.736	2.98	1.265	3.939	0.232	0.396	0.544	8.259	1.034	3.762	1.191	4.446	0.333	0.535	0.698	7.233	1.229	5.301	1.906	5.915	12.344	3.305	7.917	0.413	2.099	0.737	2.236	9.781	3.307	11.715	0.424	1.529	0.347	1.245	7.353	2.333	8.457	0.266	0.64	0.479	0.859
14.33973	0.367	0.281	0.39	7.365	0.696	3.166	1.322	4.058	0.158	0.55	0.405	8.539	1.385	3.98	1.28	4.794	0.258	0.428	0.688	8.068	1.318	5.518	1.928	6.098	12.913	3.587	8.392	0.403	2.481	0.662	2.225	10.613	3.295	11.795	0.383	1.455	0.338	1.203	7.959	2.323	8.737	0.224	0.631	0.469	0.816
14.50643	0.195	0.337	0.41	7.892	0.815	3.422	1.476	4.419	0.281	0.61	0.528	9.301	1.344	4.239	1.372	5.12	0.286	0.522	0.717	8.371	1.443	5.651	2.253	6.561	14.21	3.852	8.729	0.334	2.609	0.658	2.485	10.991	3.624	13.351	0.506	1.644	0.266	1.328	8.622	2.581	9.891	0.283	0.559	0.498	0.88
14.67302	0.162	0.304	0.41	8.742	0.913	3.422	1.574	4.615	0.183	0.512	0.528	9.823	1.409	4.435	1.405	5.382	0.286	0.555	0.619	9.155	1.345	6.044	2.351	6.79	15.027	4.211	9.416	0.334	2.642	0.658	2.485	11.808	3.853	14.266	0.506	1.578	0.266	1.426	9.243	2.679	10.447	0.251	0.592	0.433	0.749
14.83973	0.335	0.281	0.422	9.387	0.827	3.688	1.681	5.004	0.321	0.485	0.438	10.039	1.418	4.47	1.476	5.544	0.356	0.689	0.688	9.112	1.579	6.17	2.254	7.207	16.304	4.37	9.631	0.338	2.709	0.76	2.714	13.059	4.078	15.643	0.415	1.553	0.273	1.594	9.883	3.007	10.661	0.322	0.663	0.502	0.914
15.00637	0.269	0.313	0.52	9.778	0.892	3.884	1.844	5.265	0.321	0.485	0.438	10.43	1.418	4.894	1.476	6.033	0.356	0.624	0.688	10.416	1.612	6.366	2.515	7.762	17.445	4.696	10.642	0.338	2.905	0.76	2.649	13.613	4.306	16.328	0.481	1.813	0.24	1.431	10.307	2.942	11.835	0.322	0.565	0.404	0.914
15.17317	0.262	0.403	0.513	10.057	1.113	4.07	1.869	5.481	0.248	0.476	0.495	11.653	1.54	4.948	1.663	6.25	0.315	0.679	0.809	10.694	1.701	6.647	2.7	8.204	19.216	4.781	11.18	0.394	2.992	0.816	2.899	14.767	4.75	17.546	0.407	1.707	0.362	1.52	10.943	3.127	12.666	0.215	0.524	0.394	1.002
15.33982	0.367	0.379	0.487	10.887	0.99	4.373	2.04	5.982	0.223	0.55	0.405	12.387	1.646	5.611	1.867	6.523	0.324	0.624	0.786	11.525	1.71	6.888	2.907	8.218	20.576	5.153	11.751	0.403	3.068	0.76	2.91	16.026	5.056	19.067	0.318	1.748	0.273	1.627	12.101	3.399	13.433	0.257	0.663	0.404	1.045
15.50647	0.147	0.386	0.494	12.044	1.029	4.546	2.178	6.289	0.232	0.559	0.446	13.611	1.654	5.72	1.877	7.057	0.267	0.601	0.698	12.161	1.719	7.292	3.211	8.983	21.775	5.459	13.041	0.348	3.437	0.737	3.247	17.124	5.2	20.559	0.391	1.855	0.249	1.897	12.999	3.605	14.364	0.233	0.77	0.479	1.055
15.6731	0.139	0.411	0.52	12.42	1.185	4.895	2.366	6.406	0.256	0.55	0.601	13.887	1.646	6.035	1.965	7.24	0.324	0.754	0.884	12.634	1.775	7.475	3.363	9.653	23.837	5.642	13.708	0.436	3.687	0.76	3.464	18.081	5.448	21.546	0.383	1.911	0.175	1.888	13.34	3.627	15.292	0.159	0.565	0.371	1.11
15.83983	0.239	0.479	0.588	13.338	1.09	5.159	2.369	6.998	0.161	0.586	0.538	14.709	1.747	6.495	2.164	7.538	0.327	0.725	0.822	13.422	1.974	7.773	3.432	10.18	24.694	5.972	14.66	0.439	3.626	0.763	3.86	19.524	5.55	23.315	0.386	2.045	0.374	2.119	14.748	3.99	16.342	0.325	0.731	0.407	1.113
16.00645	0.28	0.422	0.497	14.073	1.227	5.463	2.703	7.533	0.235	0.66	0.612	15.38	2.016	6.932	2.271	8.007	0.368	0.767	0.897	14.909	2.016	8.112	3.737	10.653	26.68	6.345	15.984	0.514	3.637	0.74	3.839	21.114	6.249	25.659	0.427	2.25	0.285	2.096	15.877	4.164	16.851	0.334	0.74	0.417	1.222
16.17311	0.179	0.419	0.429	14.818	1.258	5.949	2.798	7.724	0.264	0.69	0.609	16.744	1.948	7.221	2.366	8.492	0.365	0.764	0.828	15.718	2.274	8.63	3.929	11.887	27.355	6.732	16.728	0.348	4.09	0.737	4.357	23.129	6.342	27.412	0.587	2.246	0.38	2.093	16.98	4.552	18.737	0.266	0.672	0.512	1.218
16.33987	0.285	0.492	0.534	16.24	1.363	6.254	3.036	8.196	0.338	0.764	0.65	17.777	2.054	7.266	2.604	9.192	0.375	0.839	1.002	16.913	2.283	9.199	4.235	11.512	27.776	7.073	17.924	0.455	4.33	0.746	4.369	24.233	6.356	27.832	0.334	2.321	0.192	2.233	18.078	4.792	19.869	0.176	0.681	0.391	1.229
16.50661	0.232	0.406	0.515	17.038	1.409	6.518	3.208	8.679	0.413	0.642	0.66	18.569	2.293	7.918	2.709	9.676	0.252	0.715	0.975	18.196	2.258	9.683	4.529	12.837	29.785	7.328	18.944	0.429	4.658	0.656	4.533	25.954	7.167	29.711	0.312	2.492	0.235	2.273	19.815	4.826	20.657	0.251	0.723	0.3	1.429
16.67322	0.269	0.476	0.618	18.779	1.414	7.08	3.475	9.569	0.223	0.681	0.601	20.116	2.233	8.644	3.107	10.305	0.324	0.754	0.982	19.776	2.46	9.986	4.929	13.469	30.881	7.598	19.839	0.403	4.764	0.727	5.03	26.755	7.372	30.971	0.318	2.433	0.24	2.377	21.46	5.323	22.955	0.42	0.729	0.371	1.403
16.83983	0.187	0.492	0.599	19.31	1.657	7.43	3.558	9.861	0.273	0.764	0.65	21.5	2.511	9.03	3.192	10.955	0.244	0.839	0.936	19.428	2.577	10.408	5.084	14.419	30.552	8.314	22.105	0.357	5.081	0.779	5.545	27.89	7.727	32.013	0.432	2.452	0.356	2.691	22.879	5.445	24.637	0.242	0.779	0.325	1.425
17.00651	0.28	0.519	0.595	20.732	1.619	7.911	4.009	10.634	0.267	0.791	0.645	22.366	2.669	9.478	3.414	11.402	0.434	0.93	1.126	22.123	2.734	11.018	5.63	15.288	32.196	8.761	23.753	0.449	5.4	0.87	5.732	30.09	8.37	33.852	0.394	2.543	0.285	2.717	25.017	6.122	25.991	0.334	0.838	0.515	1.614
17.17325	0.342	0.484	0.592	21.41	1.845	8.103	4.332	10.923	0.264	0.853	0.642	24.675	2.666	10.387	3.574	12.311	0.267	0.927	1.122	22.898	2.796	11.6	5.757	16.293	31.761	9.114	24.43	0.446	5.559	0.769	6.021	30.57	8.561	33.612	0.391	3.03	0.38	2.778	26.738	6.086	28.071	0.233	0.835	0.512	1.545
17.33998	0.147	0.517	0.625	23.042	1.845	8.625	4.561	12.065	0.264	0.886	0.674	26.176	2.764	10.648	3.802	12.768	0.333	1.025	1.122	23.975	2.894	11.796	6.279	17.076	32.283	9.441	27.367	0.413	6.081	0.769	6.348	31.255	9.344	33.417	0.195	2.997	0.249	3.17	27.521	6.412	29.833	0.266	0.737	0.414	1.806
17.50664	0.345	0.617	0.725	25.172	1.848	9.054	4.76	12.593	0.267	0.889	0.84	27.001	2.963	11.273	4.295	13.132	0.238	0.963	1.223	26.693	3.191	12.878	6.642	18.813	32.49	9.609	28.421	0.416	6.15	0.838	6.417	32.408	9.415	34.211	0.427	3.033	0.252	3.206	29.26	6.514	31.769	0.268	0.675	0.482	1.744
17.67328	0.252	0.59	0.73	26.821	2.016	9.944	5.387	13.127	0.24	0.993	0.781	29.828	3.067	12.002	4.401	14.384	0.277	1.068	1.23	28.115	3.23	13.216	7.337	19.742	31.336	10.436	30.008	0.455	6.779	0.877	7.243	32.136	10.111	34.56	0.334	3.301	0.29	3.311	30.815	6.817	33.39	0.274	0.844	0.423	2.013
17.8401	0.252	0.623	0.795	28.487	2.081	10.336	5.55	14.27	0.338	0.862	0.879	29.926	3.263	13.014	4.76	15.331	0.277	1.133	1.23	29.617	3.491	13.804	7.533	21.212	31.826	11.188	32.327	0.455	7.073	0.975	7.635	32.822	10.536	34.168	0.432	3.431	0.258	3.474	31.958	7.241	34.663	0.274	0.779	0.391	2.045
18.00675	0.179	0.615	0.69	30.483	2.139	11.269	6.192	15.263	0.33	0.951	0.87	32.996	3.319	13.422	5.238	16.096	0.333	1.058	1.22	33.178	3.383	14.472	8.465	22.428	32.251	11.366	33.862	0.413	7.027	0.933	8.175	32.985	11.302	35.277	0.326	3.585	0.347	3.888	32.71	7.75	35.185	0.233	0.868	0.414	2.132
18.17328	0.285	0.688	0.795	32.569	2.179	11.806	6.53	16.23	0.24	1.058	0.781	35.706	3.622	14.614	5.642	17.029	0.342	1.166	1.393	34.875	3.687	15.208	9.133	24.347	33.067	12.853	33.992	0.455	7.661	0.844	8.516	33.312	11.777	34.756	0.236	3.627	0.356	3.964	33.199	7.862	35.872	0.274	0.779	0.293	2.307
18.34003	0.288	0.691	0.798	33.657	2.28	12.693	7.024	17.02	0.439	1.192	0.947	34.28	3.756	15.208	5.842	18.571	0.378	1.169	1.495	35.801	3.985	15.835	9.694	26.871	32.882	12.794	34.493	0.459	8.156	0.782	8.946	32.833	12.632	35.355	0.337	3.794	0.359	4.36	33.667	8.356	36.112	0.277	0.978	0.427	2.507
18.5069	0.255	0.789	0.732	32.024	2.443	13.314	7.416	18.751	0.341	0.996	0.98	30.556	3.984	16.156	6.756	19.486	0.345	1.136	1.43	33.514	4.083	17.142	10.706	27.132	32.13	13.839	36.028	0.426	8.45	0.945	10.024	31.885	13.351	34.735	0.304	4.121	0.261	4.458	33.471	9.173	36.863	0.375	0.88	0.427	2.539
18.67338	0.232	0.699	0.906	29.652	2.615	13.819	8.228	19.24	0.316	1.066	1.117	29.847	3.955	17.012	7.109	21.118	0.35	1.302	1.399	29.051	4.279	18.288	10.82	28.581	33.566	14.564	35.535	0.429	8.83	0.819	10.269	32.832	14.077	34.926	0.377	4.383	0.267	4.652	34.417	9.063	36.564	0.218	0.755	0.3	2.635
18.84013	0.197	0.797	1.001	29.243	2.648	14.997	8.899	20.833	0.251	1.103	1.184	30.39	4.354	19.28	7.488	22.351	0.289	1.375	1.603	29.525	4.453	19.123	11.703	30.298	33.503	15.427	35.507	0.436	9.38	0.988	11.086	32.375	14.645	35.88	0.411	4.491	0.367	4.96	33.209	10.43	37.224	0.384	0.889	0.534	2.976
19.0067	0.197	0.797	0.936	28.295	2.876	16.403	9.16	22.794	0.382	1.201	1.184	29.867	4.288	19.541	8.436	23.658	0.485	1.473	1.603	29.558	4.813	19.417	12.423	31.932	33.111	16.212	36.389	0.632	9.935	0.889	12.001	33.258	15.298	36.566	0.509	4.817	0.367	5.156	34.026	10.136	37.094	0.188	0.889	0.502	3.008
19.17346	0.179	0.843	1.049	28.949	2.955	17.176	10.109	24.107	0.264	1.147	1.164	30.484	4.657	21.189	8.501	25.528	0.333	1.416	1.775	29.555	4.982	21.227	13.785	32.219	32.642	16.555	35.787	0.348	10.519	0.835	12.352	33.213	16.426	34.592	0.326	4.792	0.347	5.357	34.505	10.295	37.47	0.233	1.031	0.479	3.176
19.34016	0.187	0.819	1.057	29.597	3.061	18.011	10.482	25.864	0.273	1.287	1.238	29.73	4.863	21.734	9.724	27.284	0.277	1.525	1.916	30.303	4.994	22.524	14.097	32.446	33.165	17.686	36.441	0.423	10.633	0.975	12.664	32.658	16.937	35.703	0.4	5.358	0.356	5.728	34.178	11.487	37.701	0.274	1.04	0.391	3.352
19.50695	0.293	0.957	1.227	28.939	3.07	19.632	11.77	26.511	0.347	1.329	1.247	30.151	5.102	24.142	10.098	27.441	0.351	1.47	1.992	29.352	5.332	23.724	15.979	32.902	33.1	19.179	37.26	0.367	11.041	0.952	13.956	33.541	18.854	35.444	0.408	5.206	0.364	6.165	34.767	11.961	37.474	0.381	0.984	0.4	3.789
19.67345	0.182	0.944	1.15	29.578	3.349	20.675	12.333	29.143	0.365	1.28	1.33	30.82	5.084	25.766	10.922	30.204	0.173	1.648	1.876	30.153	5.574	24.695	16.468	32.033	33.763	20.022	36.418	0.449	12.026	0.936	15.035	33.126	19.208	35.125	0.231	5.285	0.35	6.503	33.732	12.945	37.155	0.236	1.132	0.482	3.833
19.84019	0.26	0.925	1.227	29.102	3.462	21.56	12.882	30.204	0.281	1.427	1.378	29.334	5.461	27.116	11.667	31.298	0.286	1.568	1.992	29.908	6.084	27.581	16.992	32.412	34.603	21.826	36.476	0.269	11.891	0.952	16.048	33.279	20.651	35.836	0.408	5.664	0.364	6.459	33.329	13.53	37.18	0.447	1.049	0.433	4.05
20.00691	0.28	0.944	1.215	29.35	3.545	23.58	14.259	31.264	0.365	1.476	1.526	30.037	5.737	28.802	12.097	31.412	0.336	1.844	2.072	30.055	5.9	28.416	18.459	31.87	32.555	23.058	36.712	0.253	12.809	1.034	16.145	33.126	22.113	35.223	0.427	6.134	0.448	6.829	34.516	13.989	37.775	0.334	1.067	0.417	3.931
20.17351	0.252	1.047	1.318	28.813	3.682	24.771	14.727	32.428	0.273	1.515	1.467	30.122	5.973	29.474	13.153	32.444	0.342	1.917	2.177	30.009	6.496	29.937	19.192	32.446	34.144	23.826	36.017	0.553	13.507	0.975	17.432	33.801	24.22	35.801	0.498	6.664	0.356	7.491	34.799	15.308	37.635	0.274	1.236	0.489	4.364
20.34022	0.187	1.113	1.318	28.65	3.976	26.665	15.838	31.35	0.338	1.581	1.663	29.664	6.202	29.31	13.969	33.391	0.244	1.917	2.308	28.997	6.725	31.733	21.511	32.805	33.393	25.296	36.311	0.455	15.27	1.073	17.824	33.344	26.44	35.344	0.4	6.632	0.356	8.112	34.93	15.438	37.635	0.34	1.236	0.325	4.527
20.50694	0.195	1.219	1.358	28.187	4.017	28.423	16.967	32.558	0.347	1.721	1.639	30.053	6.213	28.718	15.425	33.193	0.449	1.96	2.352	29.908	7.129	32.483	22.221	33.392	33.394	27.317	37.62	0.367	15.682	0.952	19.055	33.443	27.351	36.555	0.343	6.938	0.397	8.387	34.669	16.373	38.226	0.349	1.245	0.498	4.737
20.6737	0.358	1.252	1.554	29.299	4.377	29.142	17.915	32.198	0.379	1.885	1.835	30.282	6.769	29.829	15.687	33.193	0.351	2.254	2.417	29.94	7.228	31.045	22.907	32.706	32.511	28.591	36.933	0.465	17.545	1.082	21.146	32.855	29.737	35.346	0.506	7.232	0.299	8.681	34.734	17.353	37.54	0.381	1.245	0.433	5.063
20.84023	0.165	1.352	1.524	28.818	4.282	26.765	18.346	31.784	0.382	2.019	1.904	29.573	7.034	30.656	17.458	33.4	0.452	2.258	2.649	30.146	7.886	30.989	24.746	33.403	32.914	30.366	37.337	0.37	16.244	0.988	21.547	32.506	29.387	35.88	0.443	7.596	0.367	9.503	34.876	17.687	38.368	0.286	1.085	0.338	5.362
21.00698	0.162	1.415	1.62	28.678	4.54	28.946	19.973	32.819	0.347	1.983	1.868	29.596	6.997	29.862	18.726	33.389	0.351	2.352	2.613	29.548	8.306	32.254	25.62	33.392	33.721	31.892	37.816	0.432	16.957	1.082	24.022	33.247	30.162	35.64	0.212	8.017	0.397	10.087	34.309	19.183	37.768	0.251	1.344	0.433	5.717
21.17371	0.284	1.473	1.643	28.564	4.766	29.192	20.528	32.587	0.405	2.046	2.223	29.618	7.525	31.258	19.642	33.319	0.28	2.549	2.843	30.192	8.249	32.347	27.83	33.194	33.395	31.89	37.038	0.462	18.328	1.21	24.101	33.38	31.794	36.464	0.433	8.613	0.424	10.722	35.128	20.2	38.267	0.375	1.404	0.43	6.217
21.34032	0.268	1.62	1.725	28.018	5.04	30.249	22.938	33.963	0.453	2.124	2.106	29.298	7.925	31.558	19.5	33.977	0.295	2.723	2.951	29.839	8.843	33.299	27.838	33.621	33.427	33.003	36.51	0.475	20.607	1.19	26.109	33.542	31.926	35.805	0.514	8.619	0.406	11.083	35.454	20.939	38.0	0.292	1.287	0.443	6.712
21.50699	0.292	1.646	1.749	28.33	5.234	31.187	23.335	32.685	0.282	2.318	2.2	28.435	8.258	30.894	22.122	34.465	0.388	2.691	2.887	30.058	9.05	33.558	30.383	34.57	33.166	34.38	37.86	0.504	20.382	1.252	27.503	33.872	33.071	35.123	0.376	9.25	0.498	11.82	35.49	22.615	39.417	0.384	1.381	0.472	7.051
21.67365	0.311	1.86	1.965	28.251	5.447	29.894	25.162	33.581	0.366	2.497	2.282	28.813	9.12	32.22	22.279	33.986	0.307	2.738	3.359	29.714	9.779	33.341	32.001	33.762	34.355	34.422	37.637	0.357	20.867	1.236	29.812	33.259	32.754	36.015	0.427	9.815	0.418	12.971	35.433	23.753	38.538	0.369	1.496	0.456	7.321
21.84037	0.271	1.852	1.957	27.733	5.535	30.913	25.726	32.927	0.391	2.323	2.371	29.079	8.813	31.83	23.89	33.889	0.396	2.923	3.249	28.082	9.862	33.702	33.082	34.155	32.947	34.683	36.587	0.38	21.629	1.292	32.072	34.469	33.572	35.784	0.517	10.062	0.605	13.117	35.367	25.068	38.371	0.295	1.585	0.413	7.862
22.0071	0.374	1.988	2.093	27.915	5.934	30.834	26.987	33.799	0.396	2.625	2.41	29.196	9.149	32.504	24.987	33.681	0.5	3.225	3.454	29.901	10.232	33.527	34.216	33.457	34.082	36.047	36.807	0.386	22.463	1.298	34.384	33.706	33.431	35.742	0.359	10.465	0.48	13.456	35.979	26.526	37.61	0.399	1.591	0.453	7.905
22.17379	0.205	1.982	2.088	28.322	5.829	30.259	28.932	34.661	0.391	2.716	2.502	29.275	9.827	32.288	26.704	35.263	0.298	3.217	3.446	28.442	10.713	33.604	35.928	33.272	33.242	35.893	37.274	0.347	23.494	1.128	35.735	33.978	33.997	35.424	0.419	11.338	0.376	15.407	35.073	28.798	38.502	0.164	1.585	0.413	8.745
22.3405	0.213	2.253	2.26	29.2	6.592	30.909	30.989	34.17	0.366	2.825	2.708	28.846	10.135	32.514	27.451	34.215	0.372	3.36	3.818	29.092	10.761	33.243	38.156	34.384	32.882	35.47	37.211	0.357	24.894	1.334	39.371	33.717	33.736	36.048	0.46	11.976	0.418	15.622	35.204	29.056	39.095	0.369	1.595	0.423	8.925
22.50713	0.296	2.366	2.243	28.131	6.963	31.309	31.781	33.549	0.448	3.097	2.95	29.475	10.532	31.734	30.436	34.544	0.289	3.533	4.022	29.427	11.645	33.735	40.404	34.155	33.928	35.499	36.847	0.468	27.457	1.314	39.264	33.258	34.716	36.468	0.443	11.715	0.498	16.858	36.02	31.09	38.957	0.352	1.739	0.404	9.285
22.67367	0.317	2.39	2.396	28.171	6.764	31.976	33.989	33.701	0.372	3.258	2.878	29.455	10.865	32.175	30.81	35.055	0.379	3.859	3.858	29.603	12.442	33.428	41.389	34.897	33.002	36.672	37.628	0.363	28.088	1.341	34.81	33.609	33.137	35.875	0.466	13.559	0.522	17.764	37.192	32.252	39.151	0.375	1.699	0.364	10.049
22.84049	0.319	2.557	2.563	28.41	7.128	31.888	35.801	33.745	0.408	3.13	3.176	29.235	11.296	32.643	33.572	34.935	0.316	3.863	4.321	28.4	12.677	34.093	40.682	34.843	32.456	34.98	38.131	0.563	28.884	1.409	31.316	34.046	35.048	36.181	0.37	14.318	0.492	18.688	35.533	33.508	39.688	0.411	1.801	0.433	10.808
23.00709	0.382	2.751	2.593	28.204	7.32	31.747	38.574	34.258	0.372	3.52	3.337	29.061	11.979	31.225	35.166	34.727	0.313	4.056	4.219	28.489	13.49	34.738	40.309	34.111	33.199	35.657	37.726	0.396	31.691	1.504	30.52	34.133	33.562	35.875	0.531	14.312	0.587	19.827	35.914	34.643	38.529	0.408	1.896	0.364	10.999
23.17375	0.407	2.807	2.748	27.457	7.636	31.652	39.652	33.865	0.396	3.705	3.294	29.196	12.585	32.733	36.966	35.546	0.402	4.338	4.566	28.985	13.963	34.64	40.729	35.159	33.591	35.458	38.574	0.55	30.776	1.527	29.998	34.263	34.609	35.545	0.523	14.916	0.677	20.721	35.684	34.97	38.035	0.268	1.951	0.453	11.472
23.34063	0.203	2.895	2.87	28.803	8.115	30.805	40.239	34.061	0.388	3.693	3.48	29.167	12.765	32.703	40.267	35.514	0.458	4.653	4.652	28.923	14.632	33.495	41.149	35.256	33.46	36.176	37.295	0.377	34.409	1.517	29.674	33.738	34.379	36.394	0.351	14.996	0.504	22.759	36.043	35.46	39.046	0.357	2.04	0.345	12.239
