	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
23.50727	1.194	29.821	9.288	5.047	13.498	4.259	44.74	30.47	1.362	22.608	12.913	4.22	14.763	4.818	46.864	29.436	1.229	34.097	13.761	5.84	14.123	4.592	46.602	31.429	36.35	31.813	32.664	1.625	1.392	5.77	3.828	35.601	30.804	29.141	1.17	1.328	3.437	3.339	32.758	32.597	21.532	1.185	1.176	2.731	2.621
23.67402	1.201	31.416	10.052	5.319	14.036	4.235	45.17	30.007	1.37	23.578	13.189	4.131	14.878	5.023	47.133	29.399	1.203	34.454	14.234	5.59	15.087	4.699	47.099	30.021	37.46	31.384	31.713	1.666	1.302	5.618	3.903	35.796	31.714	30.247	1.243	1.434	3.741	3.381	32.036	32.528	22.73	1.193	1.086	2.74	2.597
23.84056	1.173	33.037	10.518	5.554	14.472	4.273	46.143	30.908	1.343	24.574	13.331	4.268	15.445	5.063	47.65	30.006	1.241	36.566	15.03	5.892	15.425	4.804	47.779	30.171	37.352	32.646	32.027	1.606	1.307	6.082	4.105	34.379	31.636	31.148	1.183	1.439	3.944	3.648	32.317	32.319	23.333	1.199	1.223	2.876	2.44
24.00728	1.271	34.246	10.812	5.456	15.093	4.404	46.47	30.646	1.375	26.698	14.572	4.366	16.098	5.389	48.107	29.221	1.339	37.285	15.454	5.99	16.308	4.902	48.269	30.628	36.077	32.351	31.602	1.508	1.405	6.115	4.138	34.902	32.028	29.678	1.183	1.635	3.813	3.583	32.644	32.712	23.987	1.297	1.223	2.941	2.701
24.17394	1.243	36.144	10.823	5.643	15.287	4.76	46.736	30.895	1.377	28.52	14.376	4.524	16.842	5.447	48.498	28.98	1.31	38.392	16.005	5.976	16.561	4.927	48.562	28.948	36.275	31.452	32.007	1.606	1.374	6.233	4.36	34.94	31.161	29.761	1.249	1.343	3.773	3.936	30.864	32.528	25.946	1.199	1.155	2.94	2.698
24.34063	1.138	38.327	11.265	5.731	15.889	4.75	47.478	29.955	1.369	29.861	15.532	4.612	17.215	5.209	48.913	28.724	1.27	40.182	16.964	6.062	17.031	5.113	49.107	29.507	35.559	30.967	32.239	1.598	1.301	6.743	4.252	34.029	31.099	29.929	1.241	1.401	3.958	4.024	31.683	31.587	26.149	1.256	1.244	2.996	2.656
24.50738	1.147	39.61	12.099	5.842	16.531	4.534	48.021	30.024	1.379	29.408	15.718	4.625	18.054	5.613	49.652	29.771	1.214	38.697	17.673	6.371	17.578	5.354	49.684	30.066	35.015	31.005	32.963	1.641	1.409	6.563	4.559	32.897	30.649	30.651	1.219	1.346	3.972	4.037	30.515	31.756	25.954	1.202	1.256	3.04	2.766
24.67395	1.178	38.979	12.811	6.002	16.981	4.76	48.137	29.265	1.377	32.397	16.168	4.817	18.863	5.545	50.16	29.404	1.277	38.327	17.895	6.53	18.354	5.318	50.257	29.828	35.363	30.572	32.105	1.834	1.406	7.472	4.751	32.985	31.259	30.445	1.249	1.506	4.262	4.392	31.712	32.43	26.565	1.166	1.188	3.135	2.795
24.84067	1.187	37.198	12.863	6.375	17.397	4.87	49.138	29.627	1.55	32.241	17.431	4.863	19.77	5.754	50.608	29.213	1.319	39.579	18.997	6.48	19.391	5.528	50.705	29.638	34.263	31.229	32.634	1.715	1.417	7.259	4.601	32.764	31.754	30.679	1.26	1.419	4.504	4.341	32.761	32.763	28.165	1.21	1.265	3.408	3.101
25.00729	1.373	38.067	12.811	6.523	18.35	5.281	49.441	29.885	1.54	35.591	17.309	5.143	19.71	5.936	50.942	29.501	1.407	38.229	19.427	6.921	19.722	5.612	51.267	29.046	34.711	31.256	31.03	1.801	1.406	7.569	4.881	33.278	31.617	30.445	1.151	1.506	4.555	4.425	33.08	32.137	27.543	1.101	1.188	3.363	2.893
25.17402	1.252	37.85	14.038	6.766	18.93	5.065	49.92	29.66	1.55	35.927	18.214	5.026	20.944	6.113	51.521	28.984	1.515	38.372	20.66	7.133	20.141	5.952	51.781	29.344	34.524	31.327	31.427	1.812	1.482	7.683	5.058	32.535	31.558	30.679	1.227	1.419	4.504	4.536	31.75	33.22	29.013	1.21	1.2	3.506	3.232
25.34088	1.257	36.73	14.146	6.839	19.53	5.267	50.373	29.938	1.392	38.461	18.619	5.163	22.1	6.25	51.942	29.721	1.39	37.024	21.457	7.435	21.199	5.959	52.332	30.766	35.621	31.705	31.675	1.818	1.389	7.855	5.163	33.665	32.524	30.96	1.363	1.456	4.772	4.837	33.597	32.163	27.53	1.183	1.107	3.316	3.238
25.50746	1.402	37.481	14.276	7.156	20.224	5.286	50.882	30.189	1.506	38.365	20.488	5.379	22.21	6.468	52.454	28.764	1.306	38.233	22.089	7.46	22.256	6.013	52.616	29.91	34.704	31.959	32.419	1.965	1.536	8.109	5.314	33.333	31.374	31.116	1.281	1.537	4.826	4.759	33.167	32.94	28.889	1.133	1.223	3.628	3.028
25.67414	1.299	37.067	14.984	7.213	20.929	5.476	51.442	30.073	1.501	38.637	20.082	5.373	23.338	6.591	52.751	29.399	1.432	36.512	22.368	7.746	23.221	5.908	53.077	30.021	35.566	32.038	31.681	1.862	1.628	8.198	5.601	33.313	32.139	31.227	1.243	1.467	4.917	5.047	33.572	32.92	29.198	1.226	1.217	3.687	3.185
25.84075	1.387	35.816	14.995	7.067	21.554	5.659	51.711	29.351	1.49	37.547	20.642	5.522	24.319	6.74	53.28	29.166	1.487	36.469	23.775	7.99	24.169	6.383	53.344	30.375	34.349	32.032	33.437	2.112	1.52	8.638	6.109	34.513	31.708	31.677	1.265	1.554	5.099	5.033	33.532	32.261	28.835	1.346	1.303	3.773	3.368
26.00754	1.257	36.502	16.594	7.492	22.37	5.887	52.233	30.167	1.458	37.547	21.556	5.848	24.515	6.936	53.573	30.275	1.39	36.403	24.623	8.153	24.756	6.383	53.931	30.212	35.262	31.901	32.523	1.851	1.585	9.16	5.554	34.937	32.622	31.645	1.233	1.456	5.392	5.13	34.119	33.109	30.565	1.346	1.205	3.903	3.532
26.17407	1.362	37.383	15.926	8.091	23.208	5.93	52.374	29.998	1.563	37.09	22.786	5.761	25.584	7.273	53.945	29.651	1.397	36.501	25.496	8.46	26.218	6.59	54.27	29.783	35.098	30.656	33.043	1.859	1.528	9.664	6.185	33.564	32.39	32.556	1.339	1.562	5.371	5.533	33.235	32.911	29.287	1.289	1.181	4.01	3.541
26.34091	1.292	36.055	17.318	7.789	23.846	6.282	53.129	30.502	1.591	37.264	24.044	5.95	26.841	7.233	54.111	29.567	1.49	35.827	25.153	8.679	26.592	6.452	54.86	30.123	35.926	32.433	31.978	2.017	1.686	9.72	6.472	34.817	33.317	32.308	1.235	1.557	5.592	5.787	33.705	32.858	29.138	1.185	1.208	3.874	3.633
26.50755	1.285	36.024	17.202	7.973	25.323	6.207	53.182	30.442	1.648	37.427	24.934	6.07	26.815	7.385	54.685	30.061	1.482	34.588	27.119	9.057	27.97	6.963	55.173	29.149	33.937	31.621	32.927	1.91	1.678	9.999	6.558	33.807	31.786	31.038	1.423	1.549	5.972	5.972	34.001	33.318	30.057	1.275	1.2	4.191	3.558
26.67421	1.292	34.521	18.656	8.116	25.086	6.315	53.749	30.241	1.689	38.015	24.86	6.178	28.147	7.494	55.09	29.926	1.49	35.892	27.046	9.136	27.506	6.942	55.513	29.96	34.392	32.107	32.631	2.114	1.62	10.634	6.864	33.446	32.077	31.851	1.333	1.622	5.657	5.885	33.835	33.25	30.019	1.283	1.208	4.2	3.633
26.84082	1.46	35.26	18.734	8.385	25.821	6.485	54.203	29.704	1.563	37.417	25.986	6.447	28.458	7.763	55.447	29.683	1.495	35.75	28.729	9.766	28.406	7.178	56.001	30.012	34.804	31.179	32.945	2.022	1.822	10.741	6.773	34.25	32.684	31.87	1.273	1.529	6.155	6.219	33.431	33.237	30.005	1.125	1.214	4.304	3.737
27.0075	1.474	36.402	19.133	8.704	26.36	6.571	54.588	30.674	1.677	36.436	27.115	6.502	28.871	8.016	55.834	29.184	1.543	35.617	29.6	9.664	29.866	7.201	56.683	30.559	34.866	31.988	33.136	2.137	1.838	10.672	7.091	34.116	32.548	32.06	1.388	1.578	6.113	6.503	34.309	32.937	30.094	1.24	1.297	4.618	3.953
27.17433	1.573	34.832	20.408	9.064	27.668	6.866	55.242	30.478	1.612	36.338	27.769	6.796	28.871	8.016	56.423	29.544	1.543	33.72	30.025	9.991	29.375	7.332	56.781	29.775	34.343	31.105	33.234	2.17	1.936	10.836	7.385	33.233	31.697	31.537	1.453	1.774	6.669	6.634	33.131	34.115	30.486	1.37	1.297	4.618	3.953
27.34089	1.51	35.203	20.415	8.872	28.102	6.836	55.519	29.702	1.516	35.4	28.236	6.669	29.469	8.118	56.667	29.553	1.545	35.137	30.394	10.323	29.973	7.794	57.32	30.667	36.512	32.391	31.968	2.238	1.906	11.855	7.52	34.747	31.903	32.725	1.39	1.744	6.673	6.703	33.501	33.7	31.412	1.21	1.333	4.687	4.055
27.50763	1.376	35.814	21.161	9.064	28.42	7.029	55.961	29.202	1.481	35.979	29.633	6.796	29.427	8.408	56.979	30.165	1.51	35.192	31.072	10.58	29.866	7.888	57.5	30.559	36.502	31.792	32.253	2.333	1.936	11.948	7.908	35.686	31.567	32.976	1.453	1.545	6.767	6.797	34.276	33.788	30.683	1.305	1.232	4.814	4.28
27.67438	1.484	34.939	21.876	9.572	28.947	7.044	56.285	29.532	1.622	34.876	29.375	7.237	30.413	8.654	57.533	29.647	1.553	34.481	30.259	10.895	30.787	8.101	57.957	30.631	35.17	31.864	33.373	2.28	1.849	12.459	8.023	34.942	32.653	32.526	1.464	1.752	6.914	7.108	33.237	33.861	30.59	1.414	1.309	4.991	4.261
27.84089	1.404	34.746	23.141	9.774	29.024	7.382	57.074	29.806	1.607	33.963	29.713	7.181	30.52	8.923	57.83	29.394	1.636	34.975	31.184	10.962	31.318	8.207	58.253	30.181	36.317	32.296	33.083	2.36	1.832	13.212	8.26	33.932	33.182	33.054	1.448	1.769	7.445	7.215	33.994	33.866	29.585	1.201	1.291	5.167	4.339
28.00772	1.384	34.143	23.44	10.059	30.05	7.4	57.873	29.949	1.62	34.996	29.268	7.495	30.764	9.141	58.335	29.932	1.648	34.471	30.707	11.315	31.399	8.326	58.857	28.887	34.407	32.639	33.264	2.473	1.912	13.567	8.805	35.325	33.167	31.567	1.461	1.847	7.172	7.693	33.62	34.604	31.3	1.313	1.24	5.577	4.683
28.17437	1.622	34.545	24.027	10.503	30.12	7.611	58.199	30.476	1.63	34.645	29.959	7.543	30.703	9.223	58.727	29.478	1.626	34.708	31.138	11.401	31.438	8.735	59.282	29.513	35.595	33.334	33.206	2.452	2.021	14.277	9.215	34.581	33.666	33.146	1.505	1.858	7.221	7.71	33.136	34.252	31.601	1.324	1.35	5.525	4.861
28.34103	1.678	34.536	24.226	10.811	30.705	7.695	58.528	30.8	1.718	34.571	30.512	7.691	30.895	9.435	59.153	29.048	1.648	35.06	30.609	11.773	31.792	8.587	59.642	29.967	35.552	32.41	32.839	2.44	2.01	14.352	8.935	33.066	32.938	32.45	1.494	1.782	7.597	7.726	33.358	33.753	32.216	1.248	1.339	6.035	4.683
28.50771	1.786	34.25	26.222	10.732	29.301	7.906	58.723	29.821	1.63	34.153	29.959	7.936	30.9	9.682	59.579	29.085	1.658	34.25	32.252	12.319	31.929	8.735	60.003	30.136	34.055	32.188	32.617	2.583	2.054	14.768	9.313	34.089	33.6	33.178	1.571	1.792	8.073	8.528	33.693	33.859	31.568	1.259	1.219	5.886	4.861
28.67441	1.678	34.798	27.793	10.975	30.999	8.12	59.051	29.131	1.783	33.916	30.021	8.117	31.418	10.155	59.873	29.441	1.714	34.045	31.395	12.493	31.595	9.046	60.624	30.228	34.799	33.294	32.839	2.375	2.141	15.269	10.081	33.95	33.363	32.941	1.396	1.88	8.088	8.282	33.26	33.916	31.562	1.215	1.404	5.773	4.978
28.84104	1.62	34.731	27.852	11.317	30.897	8.328	59.558	29.747	1.726	34.634	30.638	8.358	31.512	10.136	60.218	29.796	1.656	33.945	31.26	12.706	32.476	9.026	61.1	29.438	34.503	33.815	32.181	2.58	2.215	15.876	10.095	34.014	32.215	32.022	1.568	1.855	8.756	9.179	33.257	34.537	32.967	1.321	1.216	6.144	5.087
29.00773	1.764	34.158	27.554	11.474	31.149	8.297	59.984	29.479	1.705	33.734	31.184	8.488	30.749	10.231	60.674	28.773	1.636	34.517	32.001	13.054	31.939	9.482	61.391	29.854	34.715	33.342	33.018	2.556	2.225	16.677	10.842	33.638	33.214	32.564	1.578	1.932	9.014	8.653	32.85	35.01	31.252	1.234	1.324	6.246	5.254
29.17437	1.582	34.055	27.998	11.602	31.991	8.844	60.344	30.907	1.786	34.385	31.208	8.612	31.231	10.552	61.199	29.778	1.716	34.677	31.928	13.284	31.31	9.737	61.754	29.911	33.828	32.649	33.471	2.672	2.209	16.846	10.511	33.077	33.079	31.871	1.464	1.85	9.075	8.876	31.371	34.876	31.67	1.316	1.211	6.235	5.243
29.34119	1.776	34.7	28.938	12.415	31.687	8.905	60.622	30.08	1.718	34.407	31.133	8.804	30.895	10.777	61.543	30.161	1.746	34.143	31.657	14.293	31.595	9.798	62.032	29.214	34.276	33.032	32.839	2.669	2.304	18.738	11.292	34.048	32.741	31.959	1.658	1.945	8.939	9.46	33.554	34.506	31.922	1.248	1.24	6.853	5.469
29.50788	1.608	35.006	28.921	12.339	31.341	8.996	61.014	30.029	1.778	34.648	30.984	8.992	31.563	11.16	61.836	29.128	1.709	34.221	31.801	14.216	33.735	9.986	62.423	29.784	34.092	33.961	33.113	2.827	2.299	18.201	10.955	32.752	33.048	32.267	1.489	1.973	9.617	9.876	33.076	34.485	31.804	1.21	1.333	6.911	5.527
29.67448	1.51	33.927	29.215	12.634	31.275	8.996	61.309	30.323	1.713	34.092	30.787	9.286	31.497	11.324	62.359	29.553	1.741	33.992	32.128	14.674	33.048	10.542	62.946	29.784	34.779	33.797	31.772	2.762	2.331	19.215	12.002	33.079	32.296	32.07	1.652	1.875	9.748	9.942	33.24	35.466	32.328	1.242	1.3	6.617	5.723
29.84118	1.6	34.191	29.384	13.305	31.835	9.278	61.651	28.956	1.803	33.702	30.955	8.979	31.468	11.669	62.7	28.871	1.603	33.962	31.772	15.146	33.116	10.887	63.287	29.821	33.473	33.44	32.102	2.949	2.323	19.391	11.856	32.297	33.378	32.4	1.742	1.965	10.289	10.712	33.014	35.533	31.971	1.234	1.389	7.325	5.941
30.00788	1.605	34.931	29.533	13.315	32.083	9.744	61.881	29.496	1.775	35.194	31.04	9.707	32.272	11.744	62.865	29.315	1.739	33.884	31.006	15.747	32.874	10.406	63.485	29.251	33.885	32.773	32.711	2.955	2.525	20.484	12.487	33.625	32.908	31.864	1.747	1.97	10.691	11.147	32.674	35.26	33.332	1.468	1.395	7.3	5.85
30.17454	1.684	34.13	28.808	13.469	31.974	9.873	62.301	30.47	1.754	34.098	31.388	9.573	33.076	11.803	63.218	28.457	1.914	34.913	31.616	15.926	32.468	11.087	63.772	29.862	33.673	32.988	32.468	3.094	2.502	21.928	13.196	33.773	34.329	31.687	1.725	1.949	10.847	11.01	32.367	35.469	32.892	1.348	1.306	7.66	6.016
30.34122	1.932	34.505	29.795	13.97	32.312	9.842	62.731	29.431	1.677	33.722	30.255	10.328	33.286	12.071	63.585	29.413	1.706	34.701	32.315	16.205	32.842	11.518	64.074	29.382	34.278	32.61	32.22	3.216	2.492	21.301	13.534	33.135	32.45	31.243	1.747	2.036	11.509	11.998	32.379	35.26	32.514	1.37	1.395	7.888	6.57
30.5078	1.689	34.966	29.871	14.329	31.928	10.175	63.217	29.998	1.857	34.706	31.505	10.562	32.41	12.401	63.938	29.553	1.789	34.28	32.452	17.016	33.206	11.554	64.296	29.13	33.4	33.302	31.867	3.231	2.671	23.021	14.187	33.891	33.337	32.523	1.633	2.019	11.445	11.869	33.072	35.099	32.846	1.289	1.279	8.256	6.383
30.67463	1.761	34.573	30.388	14.541	32.152	10.842	63.595	29.404	1.8	34.313	31.338	10.412	32.668	12.645	64.546	28.895	1.829	34.67	32.677	17.363	33.531	11.994	64.152	29.223	33.07	33.855	31.504	3.305	2.778	23.534	14.204	33.595	34.087	31.704	1.772	1.929	11.853	11.786	31.958	35.424	32.778	1.297	1.419	7.974	7.244
30.8413	1.782	34.619	30.734	15.134	32.92	10.689	63.999	29.882	1.885	33.674	32.008	10.552	31.868	13.239	65.731	29.044	1.784	35.108	32.53	18.048	33.48	12.393	64.392	28.883	33.902	34.098	31.456	3.224	2.795	25.094	14.632	33.152	32.827	32.144	1.855	2.144	12.153	12.576	32.073	35.078	31.945	1.218	1.306	8.15	7.06
31.00791	1.749	35.109	29.755	15.623	32.202	10.918	64.456	29.752	1.852	34.163	31.519	10.814	32.194	13.207	66.254	29.11	1.784	35.5	30.833	18.146	32.272	12.197	65.143	29.307	33.478	33.216	32.337	3.29	2.959	25.486	15.514	32.989	32.664	32.144	1.758	2.144	12.806	12.968	32.073	35.469	32.794	1.218	1.274	8.705	6.962
31.17469	1.772	33.763	30.208	15.372	31.968	11.128	65.495	29.031	1.939	33.829	31.448	11.088	32.057	13.708	66.997	29.529	1.806	34.284	32.002	19.293	33.211	12.96	66.474	29.465	33.274	33.046	31.743	3.505	2.849	25.844	15.849	33.112	33.179	30.833	1.812	2.134	13.208	13.599	31.969	35.623	33.928	1.37	1.555	9.112	7.24
31.34129	1.641	34.48	30.599	16.35	32.881	11.519	66.016	29.52	1.874	33.829	31.48	11.479	32.383	14.197	67.584	28.779	1.871	34.415	31.252	19.358	33.146	12.666	67.877	29.041	33.731	33.372	31.319	3.603	2.947	26.496	15.947	33.797	33.896	31.028	1.714	2.199	13.012	14.088	31.414	35.297	33.7	1.37	1.392	9.079	7.403
31.50797	1.739	34.154	30.827	17.133	33.011	11.291	66.343	29.324	1.939	35.036	31.676	11.479	32.938	14.229	67.877	29.203	1.806	35.002	32.1	19.814	33.244	13.155	68.496	29.27	33.046	33.633	31.841	3.701	2.849	27.703	16.566	32.004	33.798	31.42	1.909	2.297	12.882	14.61	32.262	35.036	33.145	1.37	1.36	9.405	7.403
31.67473	1.764	33.863	30.962	16.788	32.135	11.929	66.485	29.461	1.963	33.734	32.462	11.269	32.615	14.702	68.442	28.491	1.864	34.677	31.68	20.868	33.116	13.628	69.028	29.111	31.843	33.049	31.388	3.789	3.036	27.872	17.134	31.746	34.126	31.912	1.836	2.321	14.071	14.755	31.842	35.363	33.18	1.329	1.383	9.75	7.814
31.84129	1.626	34.907	31.26	17.226	32.953	11.98	66.822	29.141	1.955	33.996	32.075	11.971	32.911	15.206	68.419	28.724	1.954	34.842	31.358	21.107	32.89	13.514	69.46	29.67	32.498	33.996	30.773	3.942	3.124	29.343	18.19	32.108	33.119	31.589	1.827	2.182	14.021	15.552	31.325	35.332	32.434	1.354	1.375	9.965	8.192
32.00805	1.626	34.647	31.585	18.203	33.343	12.631	67.31	29.564	1.858	34.192	32.498	12.167	32.716	15.174	68.94	29.018	1.856	34.516	32.595	21.139	32.89	14.101	69.786	29.214	32.693	32.791	30.871	3.942	3.157	29.734	18.516	31.359	33.509	30.417	1.99	2.378	15.226	15.422	31.716	35.462	32.401	1.256	1.375	10.225	8.062
32.17475	1.767	34.134	30.971	18.62	32.34	12.227	67.741	29.828	1.934	33.32	32.439	12.285	32.331	15.327	69.373	29.185	1.866	34.655	32.732	21.528	32.8	14.546	70.285	29.349	31.853	33.515	31.039	4.053	3.234	30.162	19.227	33.19	32.474	31.531	2.034	2.291	16.032	16.163	30.581	35.374	32.473	1.365	1.484	10.733	8.503
32.34148	1.669	34.786	32.21	19.044	33.546	12.911	67.904	29.111	1.966	34.526	31.82	12.969	32.266	16.239	69.503	28.859	1.997	34.688	32.732	22.636	32.278	14.449	70.676	29.316	32.048	32.831	31.007	4.184	3.462	30.064	19.39	30.974	32.898	31.922	2.132	2.291	16.032	16.75	30.972	35.178	31.593	1.332	1.289	10.635	8.666
32.50814	1.817	34.984	32.38	19.329	33.486	12.817	68.283	29.319	1.95	33.586	33.259	12.938	32.305	16.008	69.977	29.032	1.948	35.114	31.73	23.305	32.122	15.066	70.855	28.87	32.869	34.073	31.568	4.359	3.444	30.496	20.488	30.852	32.903	31.44	1.887	2.307	16.385	17.298	30.167	34.953	32.935	1.446	1.369	10.802	9.322
32.67472	1.759	34.201	32.507	20.164	33.223	13.092	68.599	29.606	1.958	33.811	32.703	13.279	32.791	17.134	70.164	29.646	1.989	34.526	32.996	24.013	32.705	15.083	71.336	29.093	32.41	34.169	31.076	4.434	3.648	30.199	20.802	31.629	33.226	31.013	1.993	2.478	16.567	17.903	31.074	35.244	33.388	1.357	1.345	11.305	8.978
32.84138	1.727	35.569	32.605	20.424	32.767	13.45	68.859	29.052	1.925	35.309	32.182	13.084	32.693	17.003	70.164	28.766	1.956	34.07	31.53	23.818	33.194	15.311	71.792	29.581	32.312	33.713	31.174	4.467	3.648	31.6	22.431	31.271	34.334	31.469	2.091	2.478	17.87	18.783	30.097	35.635	32.704	1.324	1.378	11.761	9.434
33.00811	1.747	35.517	33.142	20.617	32.783	14.108	69.223	29.106	1.944	34.314	33.337	13.806	33.164	17.558	70.557	29.827	2.041	35.289	31.58	24.46	33.143	15.705	71.891	29.827	31.483	33.663	31.028	4.547	3.828	31.225	22.295	31.126	33.371	31.453	1.979	2.464	16.828	19.009	30.799	34.802	32.948	1.408	1.428	12.419	9.508
33.17491	1.807	35.593	32.829	21.904	33.609	13.967	69.543	28.926	2.134	34.391	32.569	13.827	32.754	17.578	70.942	29.613	2.036	34.26	32.634	24.866	31.888	15.791	72.243	29.321	30.911	34.033	30.651	4.703	3.919	31.954	23.386	30.391	32.668	31.433	2.103	2.654	18.669	19.874	31.301	35.952	33.09	1.305	1.357	12.051	9.597
33.34142	1.844	34.899	33.142	21.04	32.458	14.531	69.906	30.049	1.912	34.411	32.264	14.326	31.993	18.209	71.143	29.631	1.943	34.41	31.971	25.566	33.013	16.258	72.509	29.274	31.58	33.24	30.54	4.938	3.893	32.332	24.02	30.995	33.859	30.542	2.109	2.594	18.878	19.985	30.506	36.168	31.972	1.343	1.265	12.452	10.354
33.50819	1.764	34.45	32.526	22.002	32.037	14.568	70.428	29.168	2.061	34.32	32.364	14.984	33.267	18.026	71.472	29.306	2.092	34.971	31.94	26.506	32.464	16.594	72.971	29.111	31.354	34.026	30.802	4.962	4.144	32.108	24.141	31.16	33.637	31.521	2.129	2.582	19.48	20.361	30.376	36.243	32.92	1.264	1.351	12.749	10.486
33.67492	1.822	34.517	32.921	22.664	32.627	15.269	70.892	28.653	2.053	33.866	32.53	14.967	32.716	19.049	71.773	29.083	2.051	34.614	32.53	25.601	33.086	17.292	73.108	28.823	31.033	33.312	31.783	5.31	4.134	33.544	25.908	30.545	33.509	30.873	2.218	2.573	20.241	21.186	30.446	35.071	32.304	1.354	1.44	13.221	11.09
33.84156	1.659	36.015	32.79	22.99	31.878	15.269	71.283	29.597	2.02	33.801	32.009	15.13	31.869	19.146	71.968	28.92	1.986	34.419	32.042	25.112	32.369	17.52	73.596	29.507	30.186	33.377	31.164	5.147	4.134	32.795	26.592	29.666	33.64	31.199	2.12	2.703	20.729	22.26	30.38	35.136	33.085	1.354	1.44	13.515	10.96
34.00816	1.719	35.375	32.868	23.203	31.956	15.128	71.668	29.742	2.113	34.367	31.99	15.444	32.208	19.394	72.32	29.325	2.079	35.863	33.585	25.811	33.033	17.703	73.72	28.967	30.428	33.064	30.592	5.401	4.29	33.328	28.56	31.145	32.74	30.691	2.212	2.6	22.082	23.319	29.678	35.408	32.414	1.446	1.369	13.764	11.471
34.17505	1.854	35.819	33.214	23.674	31.78	15.953	72.162	28.653	2.118	34.55	32.791	16.368	31.901	20.058	72.327	29.018	2.084	35.102	32.498	26.187	32.239	18.725	73.857	29.605	30.446	32.986	30.806	5.505	4.492	33.967	28.252	30.447	33.412	31.264	2.283	2.769	22.032	23.531	30.934	35.332	31.945	1.256	1.375	14.101	11.774
34.3416	1.767	34.884	32.732	23.053	32.275	16.204	72.598	29.176	2.031	35.21	32.667	16.001	32.527	20.281	72.632	29.12	2.094	34.851	31.266	26.71	32.604	18.719	74.261	30.131	30.712	32.961	30.942	5.748	4.505	34.204	28.908	30.028	32.996	30.422	2.393	2.91	23.301	24.736	30.32	35.276	33.093	1.462	1.484	14.71	11.306
34.50834	1.832	36.187	33.123	24.78	33.676	16.432	72.598	29.633	2.031	35.504	31.853	16.978	31.353	20.803	73.024	29.511	2.16	34.981	32.374	26.45	32.572	19.045	74.587	30.229	30.516	33.548	30.746	5.911	4.636	34.986	30.57	31.365	33.256	30.618	2.393	2.976	23.692	24.573	30.776	34.787	32.734	1.332	1.452	15.59	12.088
34.675	1.844	35.907	32.816	24.554	32.002	16.32	73.257	29.431	2.009	34.607	31.776	16.636	31.96	20.714	73.258	29.827	2.139	35.484	31.613	26.835	32.2	19.577	74.917	29.925	30.539	33.175	31.223	6.077	4.869	35.129	31.307	30.312	32.981	30.477	2.467	2.985	25.092	25.451	30.051	35.485	32.59	1.18	1.363	15.64	12.371
34.84165	1.804	36.331	32.82	24.53	31.324	17.051	73.621	29.502	2.099	34.608	32.332	17.203	31.639	21.929	73.914	30.091	2.163	35.355	32.332	27.394	32.886	19.849	75.215	29.897	30.869	33.112	30.74	6.358	5.054	35.0	31.994	30.902	32.853	30.546	2.295	2.944	24.774	27.572	30.868	35.291	32.463	1.4	1.452	16.175	12.355
35.00837	1.934	35.453	32.592	24.465	32.624	16.953	73.816	29.372	2.131	34.771	32.364	18.016	31.931	21.929	74.207	29.994	2.131	35.03	31.064	28.109	32.561	20.337	75.345	30.222	29.634	33.242	29.472	6.358	4.989	35.488	31.668	30.089	32.463	29.83	2.588	3.074	25.782	27.507	29.34	35.291	32.463	1.335	1.452	16.858	13.233
35.17498	1.797	36.039	32.92	24.409	32.302	17.618	73.952	29.866	2.188	35.682	31.978	18.419	33.104	22.459	74.44	29.348	2.253	35.973	31.133	27.627	32.466	20.511	75.707	30.323	29.119	33.212	30.679	6.574	5.173	35.326	32.451	29.997	32.823	31.167	2.481	3.065	26.698	28.942	29.703	35.422	32.336	1.424	1.508	17.424	13.736
35.34167	1.939	36.441	33.62	24.67	32.453	17.829	74.055	29.405	2.166	34.82	32.225	18.043	32.409	22.822	75.027	30.085	2.199	35.143	32.744	27.814	32.874	21.071	76.001	30.247	29.599	33.425	30.247	6.737	5.275	35.241	32.34	30.28	33.328	30.993	2.62	3.139	27.536	29.939	29.631	35.987	33.198	1.564	1.516	17.925	13.659
