	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
22.17346	0.501	36.527	10.376	1.272	13.334	1.612	38.094	29.701	0.375	36.933	12.896	35.971	13.775	1.104	38.255	27.592	0.403	36.543	12.685	33.024	15.631	0.966	38.471	28.284	33.722	38.767	35.396	34.958	1.057	5.012	1.79	20.022	33.166	41.409	23.861	39.155	1.237	2.563	1.596	7.025	35.04	34.688	27.868	41.012	0.783	1.078	1.025	4.346
22.34003	0.501	36.625	10.246	1.207	13.821	1.612	38.061	29.994	0.31	36.836	14.002	35.776	14.425	1.299	38.418	28.47	0.533	38.298	13.172	32.829	16.704	1.162	39.901	29.455	33.689	39.873	36.469	34.568	1.089	5.044	2.05	20.802	34.271	40.173	26.656	40.618	1.205	2.856	1.694	7.903	34.585	34.981	30.241	40.524	0.783	1.143	1.155	4.541
22.50688	0.494	37.772	10.789	1.493	14.395	1.704	36.966	30.69	0.402	36.812	14.575	35.721	14.542	1.196	39.662	27.411	0.493	37.883	13.55	32.515	16.625	1.155	39.455	28.687	33.503	39.262	37.225	35.001	1.082	5.328	2.043	21.209	32.494	41.35	26.345	39.943	1.297	2.946	1.59	8.251	34.661	34.569	32.529	41.149	0.875	1.235	1.149	4.566
22.67355	0.396	37.804	11.179	1.363	14.85	1.769	38.689	30.203	0.37	36.162	14.607	36.404	15.517	1.131	37.973	27.963	0.428	38.013	14.428	32.32	16.69	1.155	38.48	28.492	32.886	40.237	38.168	35.098	0.985	5.588	1.978	22.801	32.624	41.577	27.288	40.041	1.297	3.043	1.688	8.576	34.661	35.056	34.608	39.947	1.005	1.17	1.149	4.469
22.84019	0.387	36.568	11.944	1.16	15.222	1.664	37.031	30.662	0.492	36.907	15.563	36.305	15.529	1.285	39.66	26.994	0.578	37.652	15.48	32.644	17.09	1.145	38.705	28.528	33.241	39.906	39.236	35.292	0.975	5.704	2.066	23.945	32.948	39.785	29.013	39.711	1.321	3.324	1.873	8.529	34.239	35.315	36.426	42.182	0.866	1.322	1.237	4.913
23.00692	0.481	37.076	12.848	1.189	15.216	1.661	37.539	29.873	0.489	36.213	16.369	36.554	15.198	1.185	38.739	27.991	0.477	37.931	15.896	32.666	18.252	1.109	38.628	28.194	31.899	40.445	41.204	34.793	1.069	5.894	2.322	25.494	33.781	40.713	28.061	39.602	1.318	3.092	1.837	10.018	32.929	35.596	37.519	39.183	0.765	1.319	1.104	5.429
23.17366	0.416	37.581	13.388	1.316	15.796	1.785	37.195	29.543	0.321	36.786	17.051	36.796	16.696	1.311	37.032	26.815	0.451	37.372	16.939	33.069	19.108	1.142	38.843	27.64	32.987	39.891	40.648	35.524	1.005	6.591	2.259	26.789	32.299	42.535	29.753	39.53	1.346	3.522	1.902	10.265	33.034	35.123	38.058	41.063	0.795	1.384	1.134	5.629
23.34016	0.501	37.65	13.747	1.301	17.038	1.606	38.988	28.882	0.598	36.661	17.384	35.561	16.706	1.23	38.891	26.348	0.475	37.25	16.882	32.842	19.416	1.162	38.425	26.85	32.274	40.066	38.605	33.865	1.025	6.62	2.475	27.757	32.071	41.54	33.398	39.897	1.46	3.547	2.085	10.296	34.107	36.786	38.879	41.922	0.813	1.306	1.25	5.847
23.50697	0.341	37.988	14.306	1.402	17.012	1.641	37.272	29.021	0.437	37.195	17.358	37.104	17.137	1.33	39.196	27.074	0.446	37.849	17.965	33.309	19.391	1.165	38.6	28.294	33.035	39.492	39.725	34.56	0.996	6.755	2.413	29.56	32.929	41.162	35.854	39.714	1.463	3.779	2.186	11.508	32.977	36.504	38.532	39.719	0.849	1.374	1.156	5.884
23.67348	0.82	37.432	15.267	1.132	17.416	1.894	37.792	28.636	0.397	35.823	19.195	36.516	17.213	1.224	38.575	26.916	0.63	37.747	19.246	33.895	20.182	1.253	39.086	27.059	31.372	41.148	39.46	35.048	0.986	6.936	2.5	32.363	31.724	43.175	36.634	39.286	1.422	3.929	2.078	11.752	32.75	36.144	39.604	40.756	0.807	1.462	1.147	6.165
23.84036	0.524	37.633	15.221	1.354	17.05	1.951	37.893	28.848	0.519	37.038	20.01	36.063	17.669	1.347	39.462	25.986	0.568	38.609	19.705	33.376	20.94	1.315	38.573	27.928	32.321	41.136	39.702	34.628	1.016	7.371	2.434	33.668	32.31	42.612	37.882	39.854	1.48	3.869	2.402	12.194	33.497	36.867	39.224	41.034	0.769	1.492	1.174	6.397
24.00697	0.543	38.174	16.731	1.505	18.166	1.907	37.392	29.138	0.41	37.088	20.698	36.801	18.749	1.499	38.567	26.636	0.454	39.374	19.479	33.071	21.298	1.367	38.428	27.335	32.177	40.04	39.228	34.974	1.1	8.167	2.779	35.645	31.777	43.504	38.78	39.706	1.632	4.146	2.225	13.932	32.998	36.266	38.426	41.048	0.822	1.674	1.194	7.163
24.17359	0.494	38.246	16.407	1.328	18.165	1.926	38.248	28.44	0.527	37.354	21.671	35.962	19.265	1.355	37.239	26.656	0.532	38.626	20.614	32.885	20.67	1.351	37.392	26.538	31.242	40.236	39.753	34.136	0.986	8.304	2.859	36.63	31.756	43.175	38.523	38.57	1.618	4.451	2.371	13.999	32.392	38.001	39.246	41.668	0.905	1.462	1.244	7.338
24.34029	0.429	38.735	17.319	1.295	18.263	1.829	38.086	28.961	0.429	36.28	22.061	35.962	19.428	1.452	37.142	26.102	0.434	39.636	21.559	34.188	21.485	1.383	37.294	26.473	31.437	40.627	39.884	34.95	1.018	8.304	2.891	37.966	31.463	42.589	39.044	40.85	1.813	4.516	2.795	15.367	33.401	36.991	39.832	40.854	0.905	1.658	1.44	7.989
24.50701	0.413	39.359	18.165	1.28	18.946	1.913	36.143	28.591	0.513	37.62	22.641	35.809	20.301	1.438	36.695	26.969	0.545	39.865	22.17	33.643	21.541	1.432	38.701	27.533	31.219	40.497	39.692	34.309	1.067	8.766	2.874	36.995	31.865	43.855	39.535	39.192	1.734	4.787	2.68	15.758	31.755	37.682	39.446	40.953	0.89	1.543	1.424	7.675
24.67367	0.416	39.078	18.465	1.283	20.319	1.981	36.869	28.6	0.386	37.111	24.243	37.285	19.69	1.473	37.65	25.969	0.516	39.389	24.195	33.622	22.004	1.37	37.509	26.631	31.132	41.258	39.899	34.905	1.102	9.357	2.942	38.959	31.095	43.023	38.799	39.595	1.736	4.726	2.585	16.936	32.546	37.596	40.369	41.942	0.828	1.775	1.265	8.655
24.8404	0.51	39.359	18.686	1.508	20.345	2.043	37.704	27.972	0.578	36.774	25.471	36.199	21.016	1.438	37.086	26.286	0.447	40.06	23.406	34.554	23.102	1.269	38.246	26.297	31.089	41.245	39.919	34.471	1.067	10.133	3.036	34.978	31.182	43.66	39.178	40.494	1.701	4.82	2.875	17.515	32.405	38.463	40.226	40.855	0.89	1.771	1.359	9.204
25.00693	0.461	39.202	20.343	1.363	20.602	1.997	37.226	28.156	0.402	37.105	26.306	37.313	21.139	1.651	37.973	26.663	0.428	40.191	24.989	33.88	22.961	1.35	38.155	27.128	32.106	41.569	37.778	34.351	1.082	10.202	3.246	36.936	31.032	43.43	38.986	40.301	1.817	5.48	3.052	18.65	32.159	38.371	39.418	41.832	0.907	1.852	1.604	9.213
25.17379	0.514	40.38	21.654	1.316	21.556	1.981	37.943	27.396	0.288	37.209	27.269	36.601	21.545	1.408	38.041	26.392	0.549	41.114	26.441	33.622	24.38	1.37	37.932	27.51	30.807	41.941	40.029	33.929	1.07	10.496	3.593	35.315	31.485	43.674	40.036	40.116	1.997	5.768	3.041	18.986	32.708	39.613	39.197	42.397	0.99	1.775	1.59	9.632
25.34039	0.575	40.497	21.939	1.508	21.483	2.043	37.281	28.2	0.416	37.587	29.278	35.679	21.895	1.568	37.899	25.765	0.545	40.906	28.156	33.611	24.273	1.529	38.831	27.207	31.707	41.245	38.26	34.374	1.067	11.662	3.654	33.058	31.898	43.302	39.34	40.591	1.896	6.088	2.972	20.443	32.34	39.243	39.673	41.636	0.825	1.966	1.522	10.57
25.50715	0.393	40.554	23.195	1.458	21.829	2.124	36.858	27.854	0.302	37.125	29.481	36.782	22.138	1.648	37.474	26.752	0.489	40.145	28.359	33.933	24.544	1.509	38.273	26.566	30.568	42.531	39.033	34.989	0.852	11.918	3.729	34.423	31.411	43.189	38.681	38.729	1.814	6.028	3.049	22.346	33.058	39.171	40.185	42.761	0.872	1.914	1.698	11.158
25.67378	0.556	41.334	24.007	1.393	21.796	2.222	37.118	27.854	0.562	38.132	30.488	36.49	22.787	1.551	37.214	26.492	0.391	41.12	29.463	33.576	25.227	1.542	37.461	27.151	31.153	41.849	38.675	34.015	1.079	12.601	3.664	36.242	31.313	43.936	38.032	40.386	2.009	6.71	3.406	22.638	32.343	39.723	39.113	42.046	0.872	1.849	1.6	11.678
25.84048	0.468	40.363	24.973	1.499	22.892	2.327	37.476	27.686	0.505	37.974	33.248	37.076	23.593	1.657	38.093	25.966	0.5	41.192	30.956	34.585	25.157	1.454	38.373	26.496	30.893	42.701	38.517	33.69	1.252	13.204	4.033	34.684	31.475	43.879	39.531	40.521	2.083	7.147	3.645	24.223	32.862	39.565	39.994	41.857	1.011	2.054	1.707	12.018
26.00712	0.484	41.179	25.322	1.484	21.717	2.184	37.55	28.356	0.362	37.426	33.748	36.565	24.037	1.643	36.445	26.117	0.513	40.996	32.074	33.911	26.117	1.632	37.243	25.833	31.618	42.699	39.203	34.61	1.04	13.368	4.112	36.317	31.617	43.941	37.715	40.556	2.295	7.285	3.399	27.038	32.907	39.569	40.355	41.403	0.801	2.037	1.659	13.063
26.1738	0.464	40.716	27.251	1.531	22.775	2.394	36.609	27.881	0.443	37.452	33.685	36.497	23.693	1.625	37.287	25.967	0.555	41.826	33.016	33.778	25.866	1.58	37.175	26.686	31.324	43.818	38.644	33.051	1.052	14.01	4.089	35.469	30.742	44.734	38.876	40.383	2.342	7.256	3.766	27.664	32.294	39.821	40.087	41.618	1.042	2.178	1.77	12.803
26.34037	0.669	41.24	28.088	1.54	23.447	2.37	37.193	27.323	0.484	38.331	35.469	36.661	24.4	1.893	36.769	25.571	0.469	42.255	34.671	34.786	26.381	1.622	37.404	26.325	31.682	42.464	39.069	33.603	1.062	13.965	4.23	35.308	31.26	44.679	37.939	40.745	2.383	7.66	3.875	27.66	31.675	40.961	39.734	43.668	0.986	2.221	1.779	13.923
26.5073	0.461	41.612	29.091	1.593	23.967	2.359	37.311	27.483	0.44	38.023	35.23	35.416	24.916	1.784	36.53	26.477	0.453	41.423	35.858	35.161	26.473	1.706	38.363	26.871	30.632	43.124	39.637	34.143	1.017	15.106	4.603	33.156	31.51	43.845	38.701	40.208	2.534	8.126	4.087	29.665	32.186	40.554	39.686	42.124	0.877	2.305	1.961	15.423
26.67394	0.439	41.033	30.415	1.602	24.185	2.4	36.76	27.152	0.74	38.124	35.328	36.26	25.429	1.793	37.699	26.276	0.562	41.852	37.514	35.358	26.858	1.716	37.392	26.672	30.47	43.132	38.798	34.338	1.059	15.483	4.713	36.757	30.666	43.789	37.732	41.479	2.478	8.628	4.163	32.224	31.892	40.429	39.787	42.52	0.951	2.574	1.971	15.052
26.84049	0.448	42.498	31.06	1.579	24.274	2.603	36.046	27.828	0.489	37.869	35.49	35.904	26.138	1.899	37.83	26.27	0.574	42.606	37.615	36.01	27.179	1.629	37.394	26.246	30.503	42.913	39.418	34.501	1.069	16.867	5.179	33.253	31.087	44.187	38.547	40.933	2.747	8.871	4.174	32.873	32.702	41.083	40.343	41.682	0.96	2.65	2.045	17.181
27.00725	0.455	41.814	33.9	1.587	24.89	2.548	37.548	26.623	0.37	38.582	36.991	36.561	25.481	1.973	37.221	26.524	0.575	42.369	37.229	34.652	27.945	1.667	38.502	27.08	31.486	42.513	39.191	34.38	1.107	16.421	5.276	35.24	31.521	43.786	38.839	40.54	2.819	9.282	4.76	34.7	32.652	41.405	39.467	42.487	1.065	2.557	2.117	17.517
27.17401	0.539	41.954	33.443	1.67	26.335	2.759	36.447	27.907	0.451	38.364	36.539	35.979	25.568	2.023	36.379	26.09	0.566	42.579	37.786	35.467	28.166	1.719	36.722	26.584	30.676	43.243	38.128	33.992	1.16	17.664	5.658	33.978	30.579	44.095	37.485	40.129	2.838	9.509	4.783	38.303	32.681	42.323	40.221	43.409	0.986	2.74	2.234	19.407
27.34056	0.448	42.076	33.787	1.806	25.962	2.7	36.468	27.211	0.489	39.167	36.854	36.586	26.366	1.997	37.602	27.017	0.509	43.84	37.744	36.107	28.575	1.824	36.55	26.83	30.503	43.075	37.958	34.176	0.972	18.555	5.861	34.39	30.73	44.09	38.093	40.575	3.071	9.553	4.596	38.067	31.955	42.154	39.532	43.143	1.057	2.942	2.24	20.005
27.50734	0.364	42.908	33.726	1.755	26.333	2.651	36.501	27.289	0.44	39.514	37.467	37.297	27.088	2.076	37.567	25.504	0.583	43.077	39.522	35.907	28.159	1.965	36.58	26.677	31.248	44.064	38.535	35.083	1.146	19.321	6.289	33.934	30.764	44.332	38.766	39.917	3.214	10.655	5.059	39.033	32.381	41.721	40.14	43.129	0.942	2.823	2.253	20.837
27.67393	0.562	43.959	37.206	1.856	27.866	2.783	37.03	27.492	0.54	39.494	36.733	36.53	27.713	2.176	36.638	26.064	0.652	42.831	35.578	35.983	28.915	1.871	37.791	26.654	31.13	43.137	38.547	34.024	1.052	20.625	6.261	33.783	30.288	44.799	38.908	41.323	3.25	11.763	5.031	38.105	32.65	42.674	39.99	43.077	1.172	3.216	2.321	21.785
27.84064	0.558	43.006	35.38	2.047	28.116	2.683	36.209	27.159	0.473	38.898	36.268	36.519	27.704	2.076	36.66	26.639	0.551	43.563	37.966	36.815	28.84	1.965	36.839	26.774	30.859	42.994	38.729	34.046	1.308	20.715	6.484	34.031	31.704	43.91	38.118	40.111	3.636	11.335	5.513	35.435	32.834	43.213	40.042	42.416	1.136	3.05	2.35	23.236
28.00735	0.562	43.764	35.488	1.856	27.866	2.913	35.83	27.265	0.573	40.5	36.733	36.4	27.292	2.079	36.249	27.166	0.684	44.614	37.296	36.243	29.855	1.904	36.948	26.783	31.227	44.499	38.676	34.057	1.052	20.885	7.039	33.005	29.737	44.799	38.324	40.221	3.542	12.314	5.615	35.543	32.942	43.874	39.99	42.753	1.269	3.248	2.418	23.212
28.17403	0.474	43.771	35.909	1.995	28.898	2.987	36.771	27.518	0.451	39.142	36.734	36.888	27.742	2.218	35.99	26.058	0.664	43.942	37.331	36.668	30.535	1.979	37.501	26.812	30.806	43.34	38.42	33.797	0.965	21.883	7.15	34.108	31.001	44.841	38.231	39.966	3.617	12.462	6.016	35.155	33.071	44.043	41.811	43.117	1.084	3.422	2.363	25.767
28.34072	0.529	44.186	36.947	1.953	27.379	3.01	37.128	27.492	0.443	39.916	35.922	36.303	28.719	2.371	36.671	26.421	0.684	43.933	38.172	37.54	29.044	2.034	37.143	26.654	31.648	43.98	38.093	33.181	1.117	22.96	7.818	33.686	30.969	44.994	37.254	39.929	3.834	12.736	6.133	35.057	32.358	44.847	40.833	42.753	1.075	3.605	2.548	26.714
28.5074	0.613	43.972	36.417	2.038	27.798	3.096	36.403	27.619	0.465	40.967	35.878	37.068	28.485	2.262	36.011	27.13	0.571	44.332	37.638	38.204	29.717	2.117	37.0	26.746	30.632	43.148	38.531	33.105	1.201	24.221	7.831	32.735	31.284	44.29	37.498	39.394	3.917	13.002	6.473	35.823	32.609	43.822	40.557	42.474	1.224	3.687	2.502	28.914
28.67408	0.451	44.101	35.737	2.232	28.899	3.063	36.792	28.558	0.562	39.542	36.591	37.165	29.003	2.294	36.886	26.903	0.539	43.814	38.286	39.046	29.781	1.987	36.611	27.167	29.725	43.537	38.596	32.652	1.104	25.161	8.22	32.67	30.992	44.387	38.049	39.264	4.015	14.946	6.894	36.211	32.803	43.919	41.82	43.186	1.16	3.817	2.632	29.562
28.84065	0.604	44.677	35.899	2.223	28.872	3.151	36.08	27.139	0.748	39.893	35.845	36.613	28.52	2.414	36.561	26.585	0.657	43.773	37.182	39.106	29.233	2.074	36.027	27.042	30.988	44.305	38.171	33.462	1.094	25.036	8.885	32.476	31.252	45.026	38.402	39.94	4.199	14.634	7.463	34.559	33.064	44.689	41.199	43.729	1.345	3.999	2.719	32.026
29.00743	0.597	44.36	35.134	2.313	28.498	3.469	35.832	27.381	0.516	40.483	35.014	36.914	28.954	2.343	37.187	25.952	0.649	44.101	36.868	39.923	28.824	2.197	37.332	26.603	32.099	44.439	39.021	33.569	1.023	25.924	9.878	32.681	31.91	44.319	37.73	40.465	4.386	15.106	7.228	35.346	32.169	44.63	42.016	41.697	1.144	4.38	2.615	33.3
29.17397	0.529	44.994	36.385	2.472	29.265	3.24	36.63	27.469	0.449	40.373	35.521	37.388	28.75	2.405	36.626	26.752	0.612	44.573	36.274	41.269	29.138	2.064	36.867	26.949	31.214	43.358	38.718	33.656	1.084	27.953	9.582	31.118	31.026	45.631	37.977	40.291	4.544	15.52	8.0	35.82	32.288	45.749	43.103	42.525	1.238	4.441	2.903	34.908
29.34075	0.529	45.803	37.388	2.472	29.395	3.498	37.051	27.922	0.61	41.796	35.489	36.321	29.72	2.47	36.658	27.238	0.839	44.928	36.436	41.075	29.041	2.29	37.45	26.981	31.02	44.749	38.815	33.526	1.084	28.147	10.326	31.312	30.379	44.402	37.233	40.161	4.447	16.232	8.032	35.755	32.482	44.94	43.006	43.495	1.141	4.344	2.967	36.525
29.50736	0.532	45.234	34.778	2.766	28.045	3.372	36.35	27.187	0.451	40.677	35.435	36.623	28.857	2.57	36.539	26.082	0.649	45.137	36.609	41.379	29.536	2.164	37.235	26.861	30.934	44.278	39.701	32.793	1.12	30.098	10.655	31.613	30.292	44.416	37.536	39.494	4.871	16.336	8.813	34.537	32.299	45.957	43.407	43.703	1.241	4.574	3.1	38.575
29.67403	0.604	45.034	35.09	3.032	29.099	3.378	36.533	27.107	0.521	41.447	35.91	37.034	28.876	2.576	36.4	26.585	0.624	45.197	36.276	41.567	29.654	2.268	35.962	27.689	31.053	44.273	38.463	32.782	1.094	30.637	11.022	31.052	31.576	44.411	38.045	39.163	5.04	18.26	9.373	35.303	32.092	45.142	44.566	43.244	1.15	4.679	3.204	40.508
29.84083	0.723	44.541	34.929	3.119	28.845	3.66	35.886	27.469	0.416	40.567	34.939	37.938	29.009	2.696	35.817	26.364	0.612	45.317	35.757	41.722	29.332	2.355	36.641	27.402	30.858	43.487	38.718	32.006	1.084	33.744	11.944	30.6	30.767	45.567	37.039	39.902	5.126	19.143	9.649	34.041	32.741	45.749	45.206	42.913	1.303	4.926	3.388	39.598
30.00744	0.629	44.91	35.49	3.252	28.757	3.663	35.897	27.51	0.613	41.68	35.111	38.015	29.504	3.055	35.666	26.373	0.649	45.428	36.059	42.77	28.759	2.488	35.94	27.476	31.355	44.86	39.312	33.731	1.12	34.078	13.017	30.61	31.037	44.481	38.507	40.109	5.615	19.442	9.557	32.498	32.169	44.921	44.345	43.994	1.241	5.383	3.488	36.471
30.17413	0.619	45.323	35.038	3.274	29.085	3.783	36.382	27.452	0.411	41.059	36.146	37.689	29.506	2.658	36.086	27.543	0.54	45.321	36.833	42.827	28.341	2.445	37.201	26.963	30.449	44.883	39.179	33.537	1.11	34.433	12.967	31.065	30.811	45.797	38.373	38.908	5.41	19.29	9.93	34.245	32.624	45.916	46.763	43.566	1.426	5.403	3.478	36.6
30.34093	0.445	45.694	34.874	3.294	28.007	3.899	35.346	28.314	0.621	41.039	34.917	38.082	29.048	2.806	35.569	27.177	0.66	45.405	36.838	42.972	30.635	2.498	36.783	27.731	30.87	43.542	39.964	32.825	1.13	36.346	14.071	30.641	31.165	44.749	37.442	39.758	5.821	20.826	10.447	34.408	32.621	46.03	46.004	42.869	1.412	5.525	3.855	37.314
30.50759	0.619	46.132	34.844	3.339	28.18	3.88	35.8	27.258	0.637	40.962	35.014	38.271	27.889	2.884	35.731	26.734	0.604	45.709	36.542	43.215	29.505	2.477	36.231	27.448	30.837	46.144	39.696	32.341	1.013	35.079	14.648	30.968	30.65	45.991	37.112	39.36	6.121	20.551	11.094	33.76	31.977	46.142	46.796	43.307	1.426	5.952	3.963	35.856
30.6741	0.567	46.245	34.458	3.512	29.709	4.055	35.64	27.4	0.589	40.208	35.111	38.008	29.026	3.123	35.827	26.681	0.613	45.689	35.666	44.233	28.928	2.649	35.906	27.23	30.384	43.54	40.01	32.891	1.154	34.268	14.514	29.227	30.587	44.873	38.559	40.094	6.582	21.665	12.256	32.921	32.368	46.416	46.229	42.292	1.31	5.927	3.844	35.791
30.8409	0.609	46.544	35.006	3.846	29.123	4.129	35.025	27.523	0.597	41.505	35.919	38.139	28.668	3.165	35.052	27.321	0.625	45.86	35.829	43.143	29.184	2.531	36.52	27.161	30.61	44.841	40.467	32.89	1.197	34.27	16.31	30.194	30.877	45.497	37.917	39.841	6.465	23.338	13.049	32.371	32.237	46.748	46.754	43.171	1.481	6.424	4.21	36.373
31.00762	0.616	46.118	34.025	3.659	28.818	4.071	35.402	27.152	0.699	41.661	34.648	38.356	29.722	3.075	35.332	27.243	0.697	45.856	36.499	43.396	28.622	2.635	36.123	27.471	30.05	45.451	40.104	32.912	1.106	35.456	16.679	30.602	30.251	46.365	37.004	40.253	6.602	23.581	13.901	32.456	31.967	46.678	47.525	43.391	1.326	6.659	4.315	36.589
31.17428	0.691	46.644	35.544	4.057	28.101	4.242	34.916	27.211	0.61	41.958	35.036	38.294	28.912	3.246	36.173	27.238	0.645	45.64	36.08	43.857	29.396	2.775	36.673	27.564	31.052	44.943	39.688	32.459	1.116	33.905	18.219	30.115	30.929	45.761	38.171	39.32	6.712	23.769	14.049	33.199	32.385	46.072	47.179	42.072	1.4	6.673	4.326	38.175
31.34088	0.713	46.829	33.605	4.143	28.979	4.459	34.238	27.799	0.732	41.951	36.038	39.197	28.462	3.366	35.526	27.275	0.601	45.792	36.305	44.495	29.269	2.861	35.832	27.568	30.244	44.675	40.395	32.524	1.106	35.068	17.875	29.858	31.092	45.783	37.682	39.962	7.508	25.23	15.194	32.489	32.516	47.131	48.366	43.553	1.52	7.015	4.573	36.589
31.50763	0.604	46.587	34.054	4.489	28.613	4.155	34.461	27.593	0.619	41.609	34.518	38.912	28.682	3.353	35.072	27.491	0.624	46.395	36.794	45.225	29.524	2.948	35.898	27.592	30.276	44.596	40.826	32.685	1.094	35.849	19.762	30.631	30.184	46.548	37.819	40.393	7.274	25.35	16.01	32.034	33.355	47.538	48.386	43.632	1.506	7.075	4.726	36.979
31.67428	0.587	47.037	33.906	4.535	28.827	4.462	34.701	27.775	0.605	41.77	34.4	37.915	29.021	3.401	34.825	26.928	0.701	46.388	34.958	45.285	28.697	2.833	35.81	27.157	31.419	45.756	42.444	32.535	1.11	35.661	20.857	29.868	30.456	46.509	37.209	39.263	8.126	26.565	16.074	31.206	32.138	47.274	49.124	42.822	1.491	7.311	4.997	38.152
31.84088	0.506	46.393	34.41	4.845	28.904	4.479	34.817	27.69	0.651	42.321	34.647	38.718	29.071	3.353	35.493	27.394	0.721	46.654	35.24	45.322	28.488	2.883	36.578	26.977	30.762	44.985	42.282	32.296	1.191	35.039	21.64	29.854	30.863	46.094	38.337	39.648	7.824	28.069	16.689	31.936	32.222	47.408	48.354	43.729	1.442	7.722	5.017	34.228
32.00755	0.681	47.282	33.993	4.887	28.721	4.588	35.369	27.443	0.602	42.113	35.262	38.841	28.882	3.398	34.168	27.113	0.633	46.406	35.658	45.271	28.138	2.926	36.543	27.341	30.502	45.548	42.238	31.78	1.106	35.585	22.982	29.955	30.057	46.947	37.553	38.96	8.316	29.206	18.071	29.967	32.419	47.228	49.206	42.227	1.52	8.47	5.446	35.425
32.17434	0.704	47.313	33.676	5.302	27.974	4.676	35.637	27.601	0.654	42.14	35.079	38.729	28.368	3.583	34.953	28.116	0.758	47.542	35.834	45.854	28.304	3.146	36.006	27.796	30.578	46.035	42.878	32.793	1.194	35.537	23.558	29.929	30.971	46.465	37.766	40.211	8.541	30.345	20.161	31.17	33.463	46.872	49.145	42.901	1.51	7.986	5.604	36.278
32.34103	0.542	47.087	35.262	5.367	28.493	4.871	34.439	27.407	0.718	42.723	34.529	38.373	27.98	3.615	35.569	27.339	0.628	46.571	35.251	45.53	29.567	3.178	35.974	27.343	30.222	45.841	43.493	32.695	1.033	35.18	26.505	29.378	30.906	46.788	38.835	39.531	9.124	31.414	20.776	30.425	32.783	48.976	48.918	43.549	1.51	8.472	6.252	36.472
32.5078	0.562	47.104	34.839	5.909	28.125	4.891	35.085	27.654	0.638	42.737	34.722	39.319	28.492	3.636	35.471	27.977	0.749	46.365	36.097	45.711	28.72	3.266	36.17	27.562	30.676	45.926	43.832	32.792	1.215	34.763	27.111	29.438	30.126	47.685	38.292	39.929	9.249	33.812	20.628	30.55	32.585	49.322	50.917	43.823	1.723	9.474	6.277	35.469
32.67444	0.617	47.419	34.743	5.8	28.422	4.719	34.794	28.146	0.565	42.568	34.787	39.412	28.397	3.723	35.406	27.366	0.575	46.841	35.868	47.678	28.917	3.287	36.007	27.533	30.74	45.592	43.403	32.76	1.14	35.604	27.861	29.019	30.225	48.549	37.316	39.859	10.013	33.941	22.452	30.811	32.457	49.57	49.577	44.528	1.649	9.297	6.653	35.533
32.84111	0.617	47.257	34.808	6.188	27.904	4.913	34.697	27.887	0.856	42.665	34.463	39.51	27.976	4.176	34.337	28.014	0.867	46.42	35.382	46.512	28.593	3.546	36.072	27.728	30.838	45.98	43.987	33.116	1.205	36.835	29.189	29.311	30.225	48.128	38.094	39.6	9.883	34.719	24.364	30.131	31.874	49.667	50.679	43.783	1.843	9.847	6.588	34.95
33.00779	0.627	48.077	34.45	6.719	28.287	5.021	34.728	28.367	0.832	42.899	35.241	39.935	29.4	3.992	34.563	27.75	0.749	47.435	35.481	46.425	27.65	3.493	35.943	27.562	30.157	47.385	44.156	32.954	1.215	35.347	31.262	29.73	29.737	48.463	38.778	39.994	9.93	32.742	25.492	29.999	32.553	50.067	50.496	43.369	1.918	9.669	6.99	33.556
33.17437	0.659	47.785	34.028	6.752	28.255	5.118	34.209	28.692	0.735	42.932	35.403	39.545	28.103	4.025	34.628	27.977	0.782	47.922	35.027	45.971	28.071	3.395	36.04	27.789	30.449	46.055	44.221	33.44	1.15	33.563	33.694	29.438	31.261	48.009	38.097	39.313	10.578	33.812	24.13	30.582	32.164	50.294	49.718	44.05	1.82	10.804	7.347	34.042
33.34115	0.756	48.401	33.445	7.336	28.125	5.345	35.214	28.173	0.735	43.191	34.885	39.999	28.103	4.025	34.369	28.074	0.782	47.468	35.091	46.554	29.142	3.558	35.683	28.081	30.578	47.19	44.74	33.149	1.247	35.217	32.948	28.951	30.775	48.885	39.978	40.221	11.162	35.109	27.146	29.999	32.488	50.197	50.496	44.245	1.82	10.901	7.606	33.361
